"Ju CKD"
"Over-expression in Diabetic Nephropathy vs. Healthy Living Donor"
"Gene Rank","Gene Name","Gene Symbol","Reporter ID","t-Test","P-value","Q-value","Fold Change"
"3525","ubiquitin-like modifier activating enzyme 3","UBA3","9039","0.68963027","0.2496628574226033","1.240317715999424","1.0453353"
"3526","myosin binding protein C, fast type","MYBPC2","4606","0.69270223","0.2498821538394687","1.2410554010610282","1.0506109"
"3527","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide","YWHAB","7529","0.692475","0.24988238307506322","1.2407049654834654","1.0633221"
"3528","chromobox homolog 6","CBX6","23466","0.6897987","0.25012798781686524","1.2415727109788155","1.0542828"
"3529","ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)","UBE2D2","7322","0.6905814","0.2503507608797668","1.242326666460836","1.0269498"
"3530","lysine (K)-specific demethylase 5D","KDM5D","8284","0.68187433","0.25121650421376296","1.2462699318863921","1.2953365"
"3531","BRCA1 associated RING domain 1","BARD1","580","0.68820614","0.25136320184745864","1.2466448327052653","1.1039236"
"3532","translocase of outer mitochondrial membrane 34","TOMM34","10953","0.68423307","0.2514662929408895","1.2468033143917878","1.0363686"
"3533","tubulin tyrosine ligase-like family, member 4","TTLL4","9654","0.684482","0.25149257156080485","1.2465809676884125","1.0524652"
"3534","coiled-coil domain containing 47","CCDC47","57003","0.6875286","0.25176813533513037","1.2475940367596354","1.0546292"
"3535","ring finger protein 111","RNF111","54778","0.6863791","0.25201622362125053","1.2484704215403217","1.0575064"
"3536","NOP2/Sun domain family, member 5","NSUN5","55695","0.6775127","0.25212476243138826","1.248655188226884","1.0478833"
"3537","GCN1 general control of amino-acid synthesis 1-like 1 (yeast)","GCN1L1","10985","0.6758973","0.2521707534930572","1.2485301684951449","1.0362031"
"3538","formin homology 2 domain containing 3","FHOD3","80206","0.6796356","0.2524082487601724","1.249353113815177","1.0963427"
"3539","dual specificity phosphatase 26 (putative)","DUSP26","78986","0.67879957","0.25292722664443446","1.2515684645389618","1.0428052"
"3540","MAD2L1 binding protein","MAD2L1BP","9587","0.6803585","0.25329516666699126","1.253035389831317","1.0466406"
"3541","interferon induced transmembrane protein 3 (1-8U)","IFITM3","10410","0.6811781","0.2533958901804923","1.2531799568830384","1.1271596"
"3542","vacuolar protein sorting 45 homolog (S. cerevisiae)","VPS45","11311","0.67631626","0.25354154846144006","1.2535466064551932","1.0386018"
"3543","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa","NDUFB1","4707","0.67394793","0.25401224888459806","1.2555196520587564","1.0410322"
"3544","male-enhanced antigen 1","MEA1","4201","0.6757929","0.25408157954655813","1.2555082731075624","1.0445939"
"3545","chromosome 22 open reading frame 9","C22orf9","23313","0.6719206","0.2540986258221277","1.255238617470246","1.0301063"
"3546","non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)","NME6","10201","0.6775987","0.2541311568809481","1.2550455865461756","1.0545032"
"3547","family with sequence similarity 182, member A","FAM182A","284800","0.6782028","0.2543640356128068","1.2558418175170887","1.0482212"
"3548","synaptosomal-associated protein, 23kDa","SNAP23","8773","0.67036307","0.2546060858760809","1.2566828688116223","1.0285722"
"3549","carcinoembryonic antigen-related cell adhesion molecule 8","CEACAM8","1088","0.6775497","0.25482310969440874","1.2573999559723825","1.0360707"
"3550","RAB33A, member RAS oncogene family","RAB33A","9363","0.67632854","0.25512472312552253","1.2585339212555682","1.0397633"
"3551","Tu translation elongation factor, mitochondrial","TUFM","7284","0.6721955","0.25543506334840943","1.2597102856802398","1.0816232"
"3552","signal transducer and activator of transcription 2, 113kDa","STAT2","6773","0.6739184","0.25551161703003766","1.2597333647497806","1.0242735"
"3553","methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria","MMACHC","25974","0.6754116","0.25579595415254286","1.2607805648007928","1.0707098"
"3554","nucleolar protein 7, 27kDa","NOL7","51406","0.6719091","0.2560762496876318","1.2618072612524944","1.0573553"
"3555","cytochrome P450, family 7, subfamily B, polypeptide 1","CYP7B1","9420","0.6724965","0.25618915159577327","1.262008785840112","1.03609"
"3556","histone cluster 1, H4d","HIST1H4D","8360","0.6664578","0.25629473425338656","1.2621741520817944","1.0394313"
"3557","dihydrouridine synthase 1-like (S. cerevisiae)","DUS1L","64118","0.670514","0.2566464640634205","1.2635512852920145","1.0590549"
"3558","RecQ protein-like (DNA helicase Q1-like)","RECQL","5965","0.6679651","0.2569373918268152","1.2646283815076074","1.0670817"
"3559","chromatin modifying protein 6","CHMP6","79643","0.6652136","0.2570402222031014","1.264779330307063","1.0416734"
"3560","DiGeorge syndrome critical region gene 14","DGCR14","8220","0.663624","0.25729461363541345","1.265675748859919","1.0397857"
"3561","transforming growth factor beta regulator 4","TBRG4","9238","0.6663295","0.2573971009325292","1.2658246318867676","1.0546526"
"3562","chromosome 18 open reading frame 10","C18orf10","25941","0.66808456","0.25753803907205736","1.2661624714771247","1.0906907"
"3563","chromatin modifying protein 2A","CHMP2A","27243","0.66794354","0.25786573809703733","1.267418057102292","1.0809355"
"3564","chromosome 9 open reading frame 7","C9orf7","11094","0.6597515","0.25800345459915786","1.2677394305465208","1.0215406"
"3565","disrupted in schizophrenia 1","DISC1","27185","0.66261643","0.25811841643735856","1.2679488466641209","1.0417427"
"3566","mitochondrial ribosomal protein S7","MRPS7","51081","0.66645443","0.25823401813890456","1.2681612877334212","1.0816832"
"3567","Bloom syndrome, RecQ helicase-like","BLM","641","0.66156596","0.25945732718455417","1.273811925367978","1.0832158"
"3568","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d","ATP5H","10476","0.65851283","0.25969907673785186","1.2746417580465779","1.0611635"
"3569","plasma membrane proteolipid (plasmolipin)","PLLP","51090","0.65718687","0.2599304241637149","1.2754200851952495","1.0965692"
"3570","ATP-binding cassette, sub-family A (ABC1), member 8","ABCA8","10351","0.6555089","0.2601793260539251","1.2762840883703175","1.1970034"
"3571","protein tyrosine phosphatase, receptor type, M","PTPRM","5797","0.6528969","0.2603167904045849","1.2766011151150418","1.048473"
"3572","c-myc binding protein","MYCBP","26292","0.6588328","0.2603934857433795","1.2766200348599197","1.0396838"
"3573","family with sequence similarity 198, member B","FAM198B","51313","0.6574666","0.2604600160820544","1.2765891224469148","1.0695794"
"3574","cutA divalent cation tolerance homolog (E. coli)","CUTA","51596","0.652638","0.2607996694376373","1.2778965071941486","1.0321352"
"3575","G1 to S phase transition 2","GSPT2","23708","0.65241987","0.2609433949065793","1.2782433992531066","1.0355408"
"3576","GTPase activating protein and VPS9 domains 1","GAPVD1","26130","0.65686184","0.26096283767118367","1.277981462940161","1.0311196"
"3577","zinc finger protein 443","ZNF443","10224","0.6536781","0.2610739082851147","1.2781682655064819","1.0520111"
"3578","small nuclear ribonucleoprotein 35kDa (U11/U12)","SNRNP35","11066","0.65482336","0.2615854019224625","1.280314811364144","1.0658449"
"3579","clathrin, heavy chain (Hc)","CLTC","1213","0.6497607","0.26190132185240206","1.2815032015932581","1.0294205"
"3580","discs, large homolog 4 (Drosophila)","DLG4","1742","0.6522671","0.2620283414514283","1.2817668826735091","1.0357006"
"3581","ubiquinol-cytochrome c reductase complex chaperone","UQCC","55245","0.64841205","0.2627047970834375","1.2847173489066432","1.0373912"
"3582","ras homolog gene family, member H","RHOH","399","0.6507807","0.26298824397749077","1.2857447565393252","1.0834426"
"3583","activin A receptor, type I","ACVR1","90","0.65162206","0.2631797348760821","1.2863221453354967","1.0629709"
"3584","lymphocyte-activation gene 3","LAG3","3902","0.64335096","0.2633780456353386","1.2869325357821522","1.0301062"
"3585","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa","NDUFB6","4712","0.6491086","0.26344451014329184","1.2868985310149041","1.0373873"
"3586","Cdon homolog (mouse)","CDON","50937","0.6435721","0.2636258235082271","1.2874254133821947","1.0410275"
"3587","malic enzyme 3, NADP(+)-dependent, mitochondrial","ME3","10873","0.6428041","0.26366013320364184","1.2872343049192845","1.0630419"
"3588","emerin","EMD","2010","0.6417002","0.26450379799021334","1.2909936138608937","1.0497377"
"3589","serpin peptidase inhibitor, clade B (ovalbumin), member 6","SERPINB6","5269","0.6458837","0.2645516701988414","1.290867796095516","1.1071998"
"3590","eukaryotic translation elongation factor 2","EEF2","1938","0.64636284","0.2645544025222894","1.2905218516582706","1.0468985"
"3591","amiloride-sensitive cation channel 1, neuronal","ACCN1","40","0.6451384","0.26500141051345816","1.2923427162129608","1.0508603"
"3592","Werner syndrome, RecQ helicase-like","WRN","7486","0.64079803","0.2651005086998274","1.2924663744038594","1.0522393"
"3593","chitinase 1 (chitotriosidase)","CHIT1","1118","0.6445387","0.26564435014423027","1.2947576543320143","1.0720536"
"3594","minichromosome maintenance complex component 10","MCM10","55388","0.64054435","0.26578607959707334","1.2950883005554363","1.0325184"
"3595","CD209 molecule","CD209","30835","0.6405907","0.2662791708256309","1.297130357715629","1.0382538"
"3596","protein disulfide isomerase family A, member 5","PDIA5","10954","0.6381976","0.2664098123521426","1.2974061631275364","1.0835276"
"3597","peroxisomal biogenesis factor 26","PEX26","55670","0.6331412","0.2665641830365185","1.29779734335585","1.0443205"
"3598","inositol polyphosphate phosphatase-like 1","INPPL1","3636","0.6353755","0.26680017461194816","1.2985855763464635","1.0351171"
"3599","aminolevulinate, delta-, synthase 2","ALAS2","212","0.6351098","0.2671790321700102","1.3000685443763935","1.0802739"
"3600","endothelin receptor type B","EDNRB","1910","0.63060385","0.26721056220218886","1.2998610945650193","1.1560203"
"3601","nuclear autoantigenic sperm protein (histone-binding)","NASP","4678","0.6326063","0.2672630127767724","1.2997555008153412","1.0346596"
"3602","RNA binding motif protein 12B","RBM12B","389677","0.63462096","0.2675989458653541","1.3010282175262307","1.0290725"
"3603","proteasome (prosome, macropain) subunit, alpha type, 1","PSMA1","5682","0.6333774","0.2676547707346222","1.3009387594746875","1.047441"
"3604","single-strand-selective monofunctional uracil-DNA glycosylase 1","SMUG1","23583","0.63534415","0.26779100368668063","1.3012400669854316","1.0564067"
"3605","processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)","POP7","10248","0.6310281","0.2685421826706266","1.3045285021252973","1.0487491"
"3606","nuclear fragile X mental retardation protein interacting protein 1","NUFIP1","26747","0.62750906","0.2686488745049571","1.3046851824462131","1.0308082"
"3607","embryonal Fyn-associated substrate","EFS","10278","0.63004065","0.26865154163138627","1.3043367230396972","1.03713"
"3608","insulin-like growth factor 2 mRNA binding protein 3","IGF2BP3","10643","0.6334814","0.26887220476330337","1.3050465613088946","1.0434163"
"3609","chromosome 16 open reading frame 7","C16orf7","9605","0.6265759","0.2690825718122205","1.3057060454465086","1.0393062"
"3610","vaccinia related kinase 3","VRK3","51231","0.62970203","0.26909843186910554","1.3054215929614759","1.0315573"
"3611","CD79a molecule, immunoglobulin-associated alpha","CD79A","973","0.6314922","0.269463950214645","1.3068330535174548","1.071481"
"3612","ring finger protein 113A","RNF113A","7737","0.63050187","0.26951532733432493","1.3067206479083577","1.0400721"
"3613","cyclin-dependent kinase 12","CDK12","51755","0.62645","0.2696178334784586","1.306856130358668","1.0379456"
"3614","FtsJ methyltransferase domain containing 2","FTSJD2","23070","0.62832546","0.2696900711488197","1.3068448650885716","1.0373071"
"3615","DEAD (Asp-Glu-Ala-Asp) box polypeptide 6","DDX6","1656","0.6243913","0.27004847121441466","1.3082198880528042","1.042877"
"3616","phosphodiesterase 6D, cGMP-specific, rod, delta","PDE6D","5147","0.6261643","0.2701711071061027","1.308452333309937","1.0545347"
"3617","absent in melanoma 2","AIM2","9447","0.62451416","0.2710132379238591","1.3121682378705741","1.0725503"
"3618","olfactory receptor, family 1, subfamily D, member 4","OR1D4","8385","0.6176794","0.2711159718023684","1.3123031311185063","1.0359405"
"3619","Rho GTPase activating protein 6","ARHGAP6","395","0.6207069","0.27120490653478607","1.312371175272003","1.0353479"
"3620","flavin containing monooxygenase 2 (non-functional)","FMO2","2327","0.61897385","0.27129739147584186","1.3124563567201437","1.0772446"
"3621","ATP-binding cassette, sub-family A (ABC1), member 6","ABCA6","23460","0.6247986","0.2715008111255789","1.3130780123062973","1.0597234"
"3622","Ras and Rab interactor 1","RIN1","9610","0.6222868","0.27163642897610296","1.3133715008728708","1.0299972"
"3623","vestigial like 4 (Drosophila)","VGLL4","9686","0.6224255","0.27198090219208465","1.3146743719582645","1.0414461"
"3624","zinc finger, C3H1-type containing","ZFC3H1","196441","0.6181054","0.2720091801428053","1.3144485526228145","1.0455003"
"3625","DBF4 homolog (S. cerevisiae)","DBF4","10926","0.62009996","0.272192194465444","1.3149703948169342","1.0529697"
"3626","chromosome 6 open reading frame 47","C6orf47","57827","0.6194817","0.2724980948322182","1.3160854527760508","1.0359963"
"3627","UbiA prenyltransferase domain containing 1","UBIAD1","29914","0.616678","0.2732773748688051","1.3194855507783876","1.0354621"
"3628","dishevelled associated activator of morphogenesis 1","DAAM1","23002","0.61549133","0.2733404545856487","1.3194266448699161","1.0714253"
"3629","pogo transposable element with KRAB domain","POGK","57645","0.6147814","0.27336589880326206","1.3191861531731206","1.043271"
"3630","KIAA1644","KIAA1644","85352","0.61039054","0.27364355326811063","1.3201625538481077","1.0693669"
"3631","podoplanin","PDPN","10630","0.61224097","0.27383722053596343","1.320733341864015","1.1279854"
"3632","chromobox homolog 1 (HP1 beta homolog Drosophila )","CBX1","10951","0.6136298","0.2741413672141248","1.3218365180638143","1.0518978"
"3633","regulator of G-protein signaling 14","RGS14","10636","0.6113475","0.27432158469194057","1.3223416982661282","1.0243294"
"3634","solute carrier family 25 (mitochondrial carrier, brain), member 14","SLC25A14","9016","0.6083372","0.27441569351344486","1.322431636021487","1.0262024"
"3635","splicing factor, arginine/serine-rich 9","SFRS9","8683","0.6110025","0.2744702562296071","1.3223310008071256","1.0381141"
"3636","immunoglobulin lambda variable 3-10","IGLV3-10","28803","0.616014","0.27482801008139773","1.3236907207190598","1.1229788"
"3637","polynucleotide kinase 3'-phosphatase","PNKP","11284","0.6119503","0.2748969472452488","1.3236590094416143","1.0587908"
"3638","zinc finger, BED-type containing 4","ZBED4","9889","0.61094147","0.2749943202634745","1.323764199741257","1.0421746"
"3639","chromosome 17 open reading frame 81","C17orf81","23587","0.60622925","0.27508477859636793","1.3238360555899344","1.0770506"
"3640","RAD1 homolog (S. pombe)","RAD1","5810","0.61399543","0.27510614449811877","1.3235754583086818","1.0394717"
"3641","transmembrane protein 70","TMEM70","54968","0.6142136","0.27523968875395427","1.323854562236706","1.0354367"
"3642","carbonic anhydrase IV","CA4","762","0.61332184","0.2753034299038147","1.3237978644510726","1.1543746"
"3643","spastin","SPAST","6683","0.61051595","0.27561767932450554","1.3249454376085048","1.0367585"
"3644","cytochrome c oxidase subunit IV isoform 1","COX4I1","1327","0.609157","0.27565425461134263","1.324757916252537","1.030387"
